ensg	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Log10[padj]	Gene stable ID	Gene name
ENSG00000253204	0.865608457	1.946667052	1.316745888	1.478392353	0.139302791	0.215483198	0.6665865877	ENSG00000253204	
ENSG00000235991	0.666597463	1.946324601	1.479221657	1.315776166	0.188249181	0.273084779	0.5637025056	ENSG00000235991	
ENSG00000256120	1.303910495	1.945998608	1.335210529	1.457447021	0.144993026	0.222482806	0.6527035467	ENSG00000256120	SOX5-AS1
ENSG00000259560	0.674361876	1.945836565	1.476969343	1.317452237	0.187687081	0.272413027	0.564772128	ENSG00000259560	
ENSG00000140678	3.771510734	1.945625634	0.710332323	2.739035761	0.006161967	0.017176573	1.7650634805	ENSG00000140678	ITGAX
ENSG00000287095	1.074130953	1.945382462	1.18075081	1.647580884	0.099438706	0.166470492	0.7786627369	ENSG00000287095	
ENSG00000173627	0.684195487	1.945226092	1.47416657	1.319542941	0.186987664	0.271734242	0.5658556315	ENSG00000173627	APOBEC4
ENSG00000246898	22.25364863	1.945066102	0.308525964	6.304383836	2.89E-10	2.97E-09	8.5272435507	ENSG00000246898	LINC00920
ENSG00000254897	2.123395654	1.945005908	0.866217157	2.245402198	0.024742324	0.055005016	1.2595977047	ENSG00000254897	
ENSG00000261310	0.691167472	1.944798318	1.472212187	1.321004088	0.186500001	0.271148741	0.5667924077	ENSG00000261310	
ENSG00000215493	0.864567365	1.944770262	1.393761821	1.395339026	0.162913629	0.243600985	0.61332096	ENSG00000215493	
ENSG00000207965	0.698077102	1.944378418	1.470301403	1.32243526	0.186023254	0.270620527	0.5676392646	ENSG00000207965	MIR629
ENSG00000270304	0.698538208	1.944350538	1.4701748	1.322530177	0.185991668	0.270594386	0.5676812179	ENSG00000270304	
ENSG00000249249	1.89556114	1.944208757	1.014664131	1.916110659	0.055351012	0.105124747	0.9782950364	ENSG00000249249	
ENSG00000241868	4.898991756	1.944171801	0.68478585	2.839094587	0.004524174	0.013156937	1.8808452049	ENSG00000241868	RN7SL434P
ENSG00000187323	3.635094407	1.944124984	0.706085544	2.753384488	0.005898258	0.016538098	1.7815144389	ENSG00000187323	DCC
ENSG00000205189	756.6967106	1.943621859	0.163132394	11.91438325	9.96E-33	6.52E-31	30.185752404	ENSG00000205189	ZBTB10
ENSG00000004809	0.844264048	1.943209336	1.363964276	1.424677589	0.15425042	0.233606785	0.6315145475	ENSG00000004809	SLC22A16
ENSG00000230027	2.551318504	1.942832947	0.837308185	2.320331966	0.020322926	0.046786996	1.3298748382	ENSG00000230027	
ENSG00000158488	1.398077764	1.942700658	1.057118166	1.837732734	0.066101798	0.121015131	0.9171603247	ENSG00000158488	CD1E
ENSG00000145349	897.5954586	1.942697384	0.12423986	15.63666758	4.10E-55	7.16E-53	52.145086978	ENSG00000145349	CAMK2D
ENSG00000244649	1.750095268	1.942472313	0.911221631	2.131723225	0.033029606	0.069777916	1.1562820054	ENSG00000244649	LINC02086
ENSG00000078328	6.576803626	1.94228206	0.513728868	3.7807532	0.000156355	0.000661462	3.1794951003	ENSG00000078328	RBFOX1
ENSG00000110876	7.437127562	1.942127761	0.59102528	3.286031627	0.001016096	0.003556463	2.4489817052	ENSG00000110876	SELPLG
ENSG00000236510	5.378161242	1.94201507	0.625475076	3.104864039	0.001903665	0.006210433	2.2068781192	ENSG00000236510	
ENSG00000239995	0.867843614	1.941001985	1.392622478	1.393774706	0.163385648	0.244153759	0.6123365849	ENSG00000239995	TPT1P11
ENSG00000107105	108.9733348	1.940942028	0.410417637	4.729187672	2.25E-06	1.34E-05	4.8728952016	ENSG00000107105	ELAVL2
ENSG00000249840	0.900680412	1.940839668	1.310743889	1.480716167	0.138682224	0.214742062	0.668082881	ENSG00000249840	GAPDHP76
ENSG00000235432	1.144268369	1.940659319	1.488072608	1.304142895	0.192184866	0.277505275	0.5567287571	ENSG00000235432	
ENSG00000198997	0.594945932	1.940544399	2.552085009	0.760376081	0.447029816	0.539825343	0.2677467306	ENSG00000198997	MIR107
ENSG00000229876	7.98726396	1.940512953	0.483234521	4.015675349	5.93E-05	0.000273304	3.563354012	ENSG00000229876	CASC20
ENSG00000227533	17.33177345	1.940212169	0.482523869	4.020966204	5.80E-05	0.000268125	3.5716626905	ENSG00000227533	SLC2A1-AS1
ENSG00000229500	0.898379936	1.94018526	1.508057875	1.286545624	0.198252707	0.284471384	0.5459614143	ENSG00000229500	RPL17P1
ENSG00000257769	1.035028825	1.940043776	1.299979301	1.492365128	0.135603452	0.211009053	0.6756989116	ENSG00000257769	
ENSG00000269902	169.6355566	1.939954229	0.167348269	11.59231725	4.51E-31	2.67E-29	28.573488739	ENSG00000269902	
ENSG00000080854	13.80479029	1.939805653	0.383151887	5.062758973	4.13E-07	2.75E-06	5.5606673062	ENSG00000080854	IGSF9B
ENSG00000087076	2.606094926	1.939771018	0.759614623	2.553625167	0.010660795	0.027326981	1.5634083452	ENSG00000087076	HSD17B14
ENSG00000142959	4.486869693	1.93970643	0.599010289	3.238185494	0.001202926	0.004140325	2.3829655671	ENSG00000142959	BEST4
ENSG00000255185	9.045565869	1.939597371	0.412380693	4.703414603	2.56E-06	1.5E-05	4.8239087409	ENSG00000255185	PDXDC2P
ENSG00000004939	2.256353639	1.939362071	0.962818894	2.014254273	0.043982844	0.087666467	1.0571664954	ENSG00000004939	SLC4A1
ENSG00000242134	6.96699229	1.939350803	0.508946698	3.810518488	0.000138676	0.00059336	3.226681734	ENSG00000242134	RPL5P13
ENSG00000246863	5.612768743	1.939046887	0.560449348	3.459807552	0.000540562	0.00202612	2.6933348365	ENSG00000246863	GPR176-DT
ENSG00000235411	5.135044351	1.938464942	0.614325451	3.155436484	0.001602582	0.005339807	2.2724744397	ENSG00000235411	DRG1P1
ENSG00000201183	4.636661038	1.938450742	0.597165149	3.246088197	0.001170026	0.00403749	2.3938885403	ENSG00000201183	RNVU1-3
ENSG00000260066	0.650321204	1.938260865	1.597218889	1.213522378	0.224930164	0.314482292	0.502403804	ENSG00000260066	
ENSG00000270876	0.816057569	1.938055637	1.419202547	1.365594813	0.172066176	0.254210859	0.5948059018	ENSG00000270876	ZNF30-AS1
ENSG00000134489	1.771830679	1.937884486	1.153526784	1.67996488	0.092964149	0.157902897	0.801609902	ENSG00000134489	HRH4
ENSG00000214553	2.058963493	1.937772627	0.831896003	2.329344798	0.019840807	0.04586676	1.3385019371	ENSG00000214553	LRRC37A11P
ENSG00000196569	5.667929429	1.937677096	0.51870456	3.735608369	0.000187262	0.000778413	3.1087899197	ENSG00000196569	LAMA2
ENSG00000216490	5.434166111	1.937618187	0.571439871	3.390764775	0.000696979	0.002536955	2.5956872361	ENSG00000216490	IFI30
ENSG00000267523	2.663055207	1.937408959	0.824740939	2.349112149	0.018818238	0.043928512	1.3572535074	ENSG00000267523	
ENSG00000135636	13.26889105	1.937370419	0.405651361	4.775949511	1.79E-06	1.08E-05	4.9665762445	ENSG00000135636	DYSF
ENSG00000132874	1.74858722	1.937196127	0.938522731	2.064090792	0.039009109	0.079724641	1.0984074277	ENSG00000132874	SLC14A2
ENSG00000200829	0.599794695	1.936918778	2.102568734	0.921215438	0.35693796	0.451700369	0.3451495547	ENSG00000200829	Y_RNA
ENSG00000269243	0.917925797	1.936869092	1.431500859	1.353033831	0.176044823	0.258832463	0.586981255	ENSG00000269243	
ENSG00000287281	0.867137451	1.936566649	1.391237137	1.391974523	0.163930113	0.24473743	0.6112996048	ENSG00000287281	
ENSG00000235831	10.22767902	1.936160671	0.442297776	4.377504873	1.20E-05	6.28E-05	4.2020403563	ENSG00000235831	BHLHE40-AS1
ENSG00000091409	5030.351688	1.935901819	0.24038591	8.053308181	8.06E-16	1.54E-14	13.812479279	ENSG00000091409	ITGA6
ENSG00000222966	0.66209133	1.935898637	2.057619464	0.940843859	0.346784881	0.441360173	0.3552068588	ENSG00000222966	
ENSG00000224932	0.66209133	1.935898637	2.057619464	0.940843859	0.346784881	0.441360173	0.3552068588	ENSG00000224932	LINC02262
ENSG00000271156	0.649280112	1.935674351	1.597102578	1.211991251	0.22551573	0.315050417	0.5016199412	ENSG00000271156	
ENSG00000188910	9.177656836	1.93566525	0.48133935	4.021414935	5.78E-05	0.000267689	3.5723694747	ENSG00000188910	GJB3
ENSG00000280213	2.195507979	1.935446021	0.934787953	2.070465301	0.038408792	0.078693023	1.1040637709	ENSG00000280213	UCKL1-AS1
ENSG00000252906	10.67568461	1.935382101	0.496066486	3.901457071	9.56E-05	0.000423156	3.3734994968	ENSG00000252906	SCARNA3
ENSG00000205853	5.186188592	1.935218756	0.57859948	3.344660376	0.000823834	0.002944153	2.5310396246	ENSG00000205853	RFPL3S
ENSG00000229133	2.828644408	1.93490832	0.86838349	2.228172625	0.025869006	0.057097373	1.2433838728	ENSG00000229133	RPS7P4
ENSG00000251026	30.18122324	1.934753104	0.286603874	6.750617418	1.47E-11	1.76E-10	9.7544873322	ENSG00000251026	LINC02163
ENSG00000135374	1.318818191	1.934541144	1.495370006	1.293687272	0.195773464	0.281639905	0.5503058108	ENSG00000135374	ELF5
ENSG00000278719	0.673850122	1.934378632	1.587503831	1.218503285	0.223032777	0.312509744	0.5051364369	ENSG00000278719	MCM8-AS1
ENSG00000287236	1.107502511	1.933894016	1.33083766	1.453140435	0.146184766	0.223971156	0.6498079084	ENSG00000287236	
ENSG00000214244	2.581007892	1.933491632	0.835484634	2.31421567	0.020655895	0.047413022	1.3241023628	ENSG00000214244	SETP21
ENSG00000213070	2.183679425	1.933343827	0.829958717	2.329445777	0.019835462	0.045857579	1.3385888771	ENSG00000213070	HMGB3P6
ENSG00000218965	0.810389765	1.933229289	1.372919479	1.408115566	0.159096853	0.239200309	0.6212382637	ENSG00000218965	NACAP7
ENSG00000258733	14.97915452	1.93307954	0.426559186	4.531796765	5.85E-06	3.23E-05	4.4907974777	ENSG00000258733	LINC02328
ENSG00000143036	1.682710679	1.93285383	0.975399982	1.981601257	0.047523886	0.093304597	1.0300969586	ENSG00000143036	SLC44A3
ENSG00000197826	5.014116945	1.932815835	0.565323149	3.418957526	0.000628615	0.002315878	2.6352843229	ENSG00000197826	CFAP299
ENSG00000260401	3.146941574	1.932462073	0.881921799	2.191194362	0.02843773	0.061720722	1.2095690023	ENSG00000260401	
ENSG00000228224	3.612596194	1.932285684	0.737102161	2.621462514	0.008755339	0.023169981	1.6350743223	ENSG00000228224	NACA4P
ENSG00000123243	3.074183734	1.932235158	0.72299448	2.672544829	0.007527832	0.020399965	1.6903705777	ENSG00000123243	ITIH5
ENSG00000197291	1.651872127	1.931689956	0.962916464	2.006082592	0.044847437	0.08904437	1.0503935344	ENSG00000197291	RAMP2-AS1
ENSG00000142920	35.05333451	1.931504865	0.343302866	5.626241597	1.84E-08	1.48E-07	6.8297382846	ENSG00000142920	AZIN2
ENSG00000133742	1.360125775	1.931061445	1.227931767	1.572612988	0.115808458	0.186959375	0.7282527524	ENSG00000133742	CA1
ENSG00000100206	1.130142072	1.930942797	1.2056657	1.601557377	0.109253522	0.178788224	0.7476610897	ENSG00000100206	DMC1
ENSG00000155066	10.8562274	1.930755827	0.436703063	4.421209721	9.81E-06	5.23E-05	4.2814983111	ENSG00000155066	PROM2
ENSG00000249145	0.938581753	1.930328065	1.292760991	1.493182482	0.135389426	0.210737573	0.6762580259	ENSG00000249145	LINC02517
ENSG00000271382	5.286792326	1.930079705	0.580002794	3.327707599	0.000875637	0.003110976	2.5071033393	ENSG00000271382	
ENSG00000185052	2.348770227	1.93003348	0.81363681	2.372106888	0.017686973	0.041722219	1.3796326016	ENSG00000185052	SLC24A3
ENSG00000287245	1.797854621	1.929938978	1.215517671	1.587750655	0.112342734	0.182675405	0.7383199211	ENSG00000287245	
ENSG00000229195	1.447620325	1.929831436	1.162511425	1.660053737	0.096903643	0.163060187	0.787652064	ENSG00000229195	
ENSG00000127249	5.034621363	1.929381508	0.738978662	2.610875803	0.009031069	0.023790337	1.623599406	ENSG00000127249	ATP13A4
ENSG00000261065	0.964600818	1.929333315	1.429662606	1.349502538	0.177175606	0.260174334	0.5847355485	ENSG00000261065	
ENSG00000265542	0.964600818	1.929333315	1.429662606	1.349502538	0.177175606	0.260174334	0.5847355485	ENSG00000265542	
ENSG00000175894	0.787141521	1.929265225	1.730786441	1.11467549	0.264989508	0.358166386	0.4459151752	ENSG00000175894	TSPEAR
ENSG00000153721	285.0336537	1.929252355	0.27322339	7.061080503	1.65E-12	2.19E-11	10.659555885	ENSG00000153721	CNKSR3
ENSG00000178217	1.355774294	1.929084914	1.102639064	1.749516207	0.08020183	0.14052781	0.8522377218	ENSG00000178217	SH2D4B
ENSG00000258910	1.235563911	1.92905481	1.084930158	1.778045154	0.075396439	0.134055953	0.8727138956	ENSG00000258910	LINC01956
ENSG00000226412	0.596849767	1.92895107	1.793875759	1.075298031	0.282241318	0.376462312	0.4242784949	ENSG00000226412	LINC02628
ENSG00000245156	0.596849767	1.92895107	1.793875759	1.075298031	0.282241318	0.376462312	0.4242784949	ENSG00000245156	
ENSG00000287821	1.792849189	1.928948734	1.031751857	1.86958591	0.061541343	0.114441338	0.9414170732	ENSG00000287821	
ENSG00000158050	442.9044792	1.928942119	0.311356094	6.195292649	5.82E-10	5.74E-09	8.2410881076	ENSG00000158050	DUSP2
ENSG00000184507	2.45831228	1.928904411	0.920073066	2.096468728	0.036040631	0.074865171	1.1257201791	ENSG00000184507	NUTM1
ENSG00000182601	1.113182433	1.928557598	1.490879657	1.293570268	0.195813898	0.281685941	0.5502348282	ENSG00000182601	HS3ST4
ENSG00000171873	39.49633764	1.928510047	0.411919042	4.681769602	2.84E-06	1.66E-05	4.779891912	ENSG00000171873	ADRA1D
ENSG00000205221	2.113019354	1.928384929	1.102998232	1.748311894	0.080410035	0.140833517	0.8512939751	ENSG00000205221	VIT
ENSG00000011422	140.4062144	1.928222035	0.507746151	3.797610346	0.000146098	0.000621772	3.2063688393	ENSG00000011422	PLAUR
ENSG00000286230	2.961530439	1.928170586	0.869703421	2.217043808	0.026620098	0.058478774	1.2330017409	ENSG00000286230	
ENSG00000224865	0.631668012	1.927947555	1.808587487	1.065996292	0.286425318	0.380608937	0.4195210184	ENSG00000224865	
ENSG00000256971	0.631668012	1.927947555	1.808587487	1.065996292	0.286425318	0.380608937	0.4195210184	ENSG00000256971	LINC00508
ENSG00000287833	1.105604717	1.927892796	1.277771002	1.508793667	0.13135152	0.205717939	0.6867278353	ENSG00000287833	
ENSG00000261624	0.637914998	1.927801478	1.805154841	1.067942447	0.285546474	0.37980376	0.4204407401	ENSG00000261624	NDUFB10P2
ENSG00000229906	0.638707426	1.927782992	1.804722551	1.068188011	0.285435712	0.379720946	0.4205354458	ENSG00000229906	SNRPGP11
ENSG00000253706	2.903878517	1.927143668	0.732569093	2.630664719	0.008521806	0.02263266	1.6452644007	ENSG00000253706	
ENSG00000176533	2.716331408	1.926711355	0.84829716	2.271269367	0.023130676	0.052049087	1.2835868841	ENSG00000176533	GNG7
ENSG00000157093	0.799645651	1.926549236	1.425388115	1.351596253	0.17650451	0.259363084	0.5860918384	ENSG00000157093	LYZL4
ENSG00000121577	11.76865318	1.925988338	0.47265428	4.074835287	4.60E-05	0.000217442	3.662656566	ENSG00000121577	POPDC2
ENSG00000279118	3.559086127	1.925528357	0.743360104	2.590303603	0.009589132	0.025021641	1.6016842113	ENSG00000279118	
ENSG00000197651	2.11311515	1.924492288	1.024388191	1.878674808	0.06028891	0.112664331	0.9482135578	ENSG00000197651	CCER1
ENSG00000232492	0.858606769	1.923990793	1.293035312	1.487964617	0.136760225	0.212494953	0.6726513805	ENSG00000232492	NPM1P13
ENSG00000242829	8.115751324	1.923609522	0.66094108	2.910409988	0.003609549	0.010848461	1.964631868	ENSG00000242829	RPS26P21
ENSG00000261250	1.005650174	1.923418758	1.428840878	1.346139229	0.178257619	0.261544741	0.5824540081	ENSG00000261250	
ENSG00000267453	1.137865504	1.923286979	1.41736779	1.356942774	0.174799394	0.257363887	0.5894523929	ENSG00000267453	CLEC4O
ENSG00000279791	2.33699405	1.922876928	0.95113646	2.021662516	0.043211229	0.086443163	1.0632693504	ENSG00000279791	
ENSG00000263327	6.922534796	1.922285476	0.73418068	2.618273033	0.008837606	0.023356231	1.6315972381	ENSG00000263327	TAPT1-AS1
ENSG00000270903	1.827107342	1.922224088	0.991169377	1.939349755	0.052458764	0.100829989	0.9964102802	ENSG00000270903	HNRNPA3P9
ENSG00000144824	3844.547742	1.92198702	0.159141931	12.07718803	1.39E-33	9.56E-32	31.019542108	ENSG00000144824	PHLDB2
ENSG00000235609	17.89838827	1.921931838	0.361634356	5.314572043	1.07E-07	7.76E-07	6.1101382787	ENSG00000235609	
ENSG00000159212	0.830932717	1.921915313	1.362551407	1.410526828	0.158384181	0.238418588	0.6226598884	ENSG00000159212	CLIC6
ENSG00000198961	1469.161174	1.921772653	0.209006696	9.194789893	3.76E-20	1.07E-18	17.970616222	ENSG00000198961	PJA2
ENSG00000283674	3.117052532	1.921718582	0.816440465	2.353776746	0.018583769	0.043490602	1.3616045808	ENSG00000283674	
ENSG00000254676	19.76481474	1.921309719	0.392778496	4.891585813	1.00E-06	6.28E-06	5.2020403563	ENSG00000254676	
ENSG00000207340	1.967428342	1.921062221	0.956403575	2.008631367	0.044576242	0.088632366	1.0524076573	ENSG00000207340	RNVU1-1
ENSG00000277324	4.416675544	1.920978437	0.598033228	3.212160041	0.00131741	0.004489947	2.3477587854	ENSG00000277324	
ENSG00000271329	1.749273139	1.920832563	0.889696987	2.158973887	0.030852193	0.066004979	1.1804233028	ENSG00000271329	
ENSG00000200597	7.466916977	1.920820082	0.605568167	3.171930406	0.001514293	0.00507904	2.2942183669	ENSG00000200597	RNVU1-33
ENSG00000146477	5.658061681	1.920676335	0.61467426	3.124705979	0.001779829	0.005855622	2.2324269662	ENSG00000146477	SLC22A3
ENSG00000285882	0.807415716	1.920486897	2.09561983	0.916429053	0.359441903	0.454112023	0.3428369996	ENSG00000285882	
ENSG00000121064	185.52065	1.92042287	0.182422682	10.52732507	6.46E-26	2.76E-24	23.559090918	ENSG00000121064	SCPEP1
ENSG00000237312	0.8748156	1.92024751	1.394164601	1.377346339	0.168405195	0.249977046	0.6020998683	ENSG00000237312	
ENSG00000224110	0.603821753	1.920220007	1.607036444	1.194882676	0.232132872	0.322249381	0.4918079082	ENSG00000224110	MTRF1LP2
ENSG00000270435	0.603821753	1.920220007	1.607036444	1.194882676	0.232132872	0.322249381	0.4918079082	ENSG00000270435	
ENSG00000236343	0.611586167	1.920010099	1.603676369	1.197255342	0.231207045	0.321227758	0.4931869334	ENSG00000236343	EI24P4
ENSG00000259199	0.611586167	1.920010099	1.603676369	1.197255342	0.231207045	0.321227758	0.4931869334	ENSG00000259199	
ENSG00000274417	0.611586167	1.920010099	1.603676369	1.197255342	0.231207045	0.321227758	0.4931869334	ENSG00000274417	MIR6515
ENSG00000264635	23.62232564	1.920007799	0.366166204	5.243541807	1.58E-07	1.12E-06	5.9507819773	ENSG00000264635	
ENSG00000285724	0.87552537	1.919818644	1.475766419	1.300896008	0.193294053	0.278781473	0.5547360916	ENSG00000285724	
ENSG00000286318	1.166296158	1.919782178	1.15032391	1.668905741	0.095136062	0.160752043	0.7938434989	ENSG00000286318	
ENSG00000168081	0.621419777	1.919745942	1.599501259	1.200215337	0.23005572	0.319947579	0.4949211717	ENSG00000168081	PNOC
ENSG00000220113	0.621419777	1.919745942	1.599501259	1.200215337	0.23005572	0.319947579	0.4949211717	ENSG00000220113	MTCYBP4
ENSG00000242976	0.634970071	1.919384985	1.593889835	1.204214333	0.228506747	0.318296996	0.4971674601	ENSG00000242976	RN7SL177P
ENSG00000249207	1.699557894	1.91935282	0.941663103	2.038258496	0.041524088	0.083728097	1.0771287795	ENSG00000249207	
ENSG00000260400	29.96522413	1.919207168	0.429484731	4.468627236	7.87E-06	4.25E-05	4.3716110699	ENSG00000260400	
ENSG00000181982	25.83989	1.919168637	0.253121813	7.581996265	3.40E-14	5.44E-13	12.2644011	ENSG00000181982	CCDC149
ENSG00000153495	2.032942802	1.918789773	0.892753612	2.149293766	0.03161112	0.067322031	1.1718427905	ENSG00000153495	TEX29
ENSG00000155090	1587.285732	1.918718656	0.198728516	9.654974021	4.68E-22	1.56E-20	19.806875402	ENSG00000155090	KLF10
ENSG00000287342	1.551781925	1.918649665	1.000697138	1.917313032	0.055198175	0.104923969	0.9791252895	ENSG00000287342	
ENSG00000254584	1.181043422	1.918584734	1.189520622	1.61290582	0.106764971	0.175593363	0.7554919034	ENSG00000254584	
ENSG00000207392	9.107933183	1.91854985	0.454174149	4.224260352	2.40E-05	0.000118744	3.9253883256	ENSG00000207392	SNORA20
ENSG00000199366	7.8095585	1.918549308	0.451445298	4.249793532	2.14E-05	0.000107128	3.970097003	ENSG00000199366	Y_RNA
ENSG00000213557	0.675171887	1.918544223	1.753806061	1.093931801	0.27398489	0.367587681	0.4346390516	ENSG00000213557	
ENSG00000223351	0.675171887	1.918544223	1.753806061	1.093931801	0.27398489	0.367587681	0.4346390516	ENSG00000223351	ZNF385D-AS2
ENSG00000255393	1.492504516	1.918498907	1.19569171	1.604509667	0.108601755	0.17794052	0.7497251446	ENSG00000255393	OOSP4B
ENSG00000279766	29.3546377	1.91845779	0.412317965	4.652860055	3.27E-06	1.88E-05	4.7258421507	ENSG00000279766	
ENSG00000249965	3.693657208	1.918238135	0.736178153	2.605671095	0.009169446	0.024080792	1.6183292335	ENSG00000249965	CDC42P4
ENSG00000235389	2.196714909	1.917975449	1.186688371	1.616241885	0.106042026	0.174722728	0.7576505981	ENSG00000235389	
ENSG00000286573	0.586743457	1.917808084	1.803197276	1.063559772	0.287528174	0.381649288	0.4183355435	ENSG00000286573	
ENSG00000154997	1.4957182	1.917805623	1.139576965	1.682910135	0.092392489	0.157115684	0.8037804596	ENSG00000154997	SEPTIN14
ENSG00000272689	2.778404487	1.917687309	0.83879706	2.286235134	0.022240506	0.050450483	1.2971346716	ENSG00000272689	
ENSG00000036828	2.174844219	1.917601232	0.894787565	2.143079884	0.032106684	0.068160126	1.1664696154	ENSG00000036828	CASR
ENSG00000267375	2.269750914	1.917526015	0.890466077	2.153395918	0.031287576	0.066760688	1.1754791964	ENSG00000267375	
ENSG00000228799	0.58663499	1.917314912	1.801934534	1.064031393	0.287314478	0.381426272	0.4185893968	ENSG00000228799	LINC01939
ENSG00000260166	0.58590999	1.91727102	1.802372505	1.063748484	0.287442654	0.3815661	0.4184302169	ENSG00000260166	
ENSG00000103355	0.578979044	1.917259442	1.807900285	1.060489596	0.288921921	0.383052479	0.4167417227	ENSG00000103355	PRSS33
ENSG00000258136	2.50790271	1.917093912	0.79446981	2.413048158	0.015819729	0.038048459	1.4196629279	ENSG00000258136	
ENSG00000223651	0.795908295	1.916585533	1.491898406	1.28466223	0.198910342	0.285145518	0.5449334504	ENSG00000223651	
ENSG00000104888	4.982396528	1.916566327	0.644682212	2.972885388	0.002950146	0.00911263	2.040356263	ENSG00000104888	SLC17A7
ENSG00000245864	0.849488779	1.916178101	1.363364112	1.405477879	0.159879223	0.240160379	0.6194986397	ENSG00000245864	MEF2C-AS2
ENSG00000286234	1.727128342	1.916116891	0.939820291	2.038812004	0.041468794	0.083638751	1.0775924612	ENSG00000286234	
ENSG00000095110	1.425136458	1.916056039	1.120249985	1.710382563	0.087195153	0.15004215	0.8237867213	ENSG00000095110	NXPE1
ENSG00000111058	4.670112917	1.915960433	0.659503833	2.905154355	0.00367072	0.0109957	1.9587771177	ENSG00000111058	ACSS3
ENSG00000233539	3.57546712	1.915496255	0.684379381	2.798880722	0.005128008	0.014650197	1.8341565353	ENSG00000233539	
ENSG00000081277	2.567531349	1.915418046	0.847118212	2.261098885	0.023753134	0.053208108	1.2740221837	ENSG00000081277	PKP1
ENSG00000221783	1.946112278	1.915365262	0.994611155	1.92574279	0.054136498	0.103358811	0.9856524953	ENSG00000221783	MIR1183
ENSG00000233542	0.838788818	1.915268515	1.398712917	1.369307805	0.170903079	0.252898093	0.5970544455	ENSG00000233542	
ENSG00000228055	1.136404288	1.915212916	1.183520517	1.61823381	0.105612219	0.174186367	0.7589858388	ENSG00000228055	FAM245A
ENSG00000036448	4.903578896	1.915187834	0.55021493	3.480799467	0.00049992	0.001887982	2.7240021506	ENSG00000036448	MYOM2
ENSG00000286812	1.068102929	1.914388083	1.287551339	1.486844078	0.137055997	0.212835703	0.6719555178	ENSG00000286812	
ENSG00000273219	2.050149049	1.914365058	0.890103572	2.150721689	0.031498173	0.06711593	1.1731743876	ENSG00000273219	
ENSG00000105492	0.842774837	1.914025661	1.397515492	1.369591731	0.170814382	0.252816858	0.5971939704	ENSG00000105492	SIGLEC6
ENSG00000205667	1.586851553	1.91396335	1.096159601	1.746062661	0.080800064	0.141346155	0.849716001	ENSG00000205667	ARSH
ENSG00000026508	7741.005432	1.913763802	0.15545763	12.31051704	7.95E-35	5.80E-33	32.236572006	ENSG00000026508	CD44
ENSG00000260366	2.494823497	1.913475509	0.866394788	2.208549191	0.027206013	0.059492001	1.2255414234	ENSG00000260366	
ENSG00000060709	1.758876922	1.913467525	0.937706265	2.040583066	0.041292287	0.08335322	1.0790776184	ENSG00000060709	RIMBP2
ENSG00000177340	3.091714498	1.912900975	0.733014847	2.609634692	0.009063896	0.023859669	1.6223355855	ENSG00000177340	FLJ13224
ENSG00000108187	48.68939202	1.912156607	0.284400285	6.723469371	1.77E-11	2.11E-10	9.6757175447	ENSG00000108187	PBLD
ENSG00000253159	8.707328738	1.911871693	0.508345357	3.760970106	0.000169256	0.000710372	3.148514165	ENSG00000253159	PCDHGA12
ENSG00000287565	2.254978713	1.911627929	0.882544475	2.166041467	0.030308018	0.065041436	1.1868098789	ENSG00000287565	
ENSG00000249406	6.592883508	1.9115945	0.483249055	3.95571286	7.63E-05	0.000344598	3.4626872475	ENSG00000249406	
ENSG00000254325	17.38324505	1.91120108	0.380296007	5.025561783	5.02E-07	3.3E-06	5.4814860601	ENSG00000254325	
ENSG00000284377	0.797389756	1.911052897	1.371457382	1.393446798	0.163484723	0.244269023	0.6121316046	ENSG00000284377	
ENSG00000279479	2.484633559	1.910891855	0.853502771	2.238881841	0.025163605	0.055814604	1.2532521522	ENSG00000279479	
ENSG00000236449	7.158360054	1.910703478	0.770046319	2.481283828	0.013091009	0.032414537	1.4892601774	ENSG00000236449	
ENSG00000201297	1.373750766	1.910654862	1.026933451	1.860543992	0.0628086	0.116338024	0.934278317	ENSG00000201297	Y_RNA
ENSG00000164318	188.625103	1.910639865	0.139992742	13.64813516	2.07E-42	2.14E-40	39.669586227	ENSG00000164318	EGFLAM
ENSG00000226636	2.02847136	1.910388601	0.892171911	2.141278578	0.03225158	0.068415545	1.1648452091	ENSG00000226636	
ENSG00000257474	0.842443515	1.910370814	1.512333215	1.263194377	0.206519333	0.293658552	0.532157347	ENSG00000257474	
ENSG00000258791	2.831658593	1.910211718	0.943388908	2.024840128	0.042883783	0.085904882	1.0659821544	ENSG00000258791	LINC00520
ENSG00000181378	2.962276865	1.910004077	0.70687607	2.702035277	0.006891645	0.018926241	1.7229356341	ENSG00000181378	CFAP65
ENSG00000103184	3.489537939	1.909646497	0.79210924	2.410837294	0.015915947	0.038249578	1.417373352	ENSG00000103184	SEC14L5
ENSG00000009765	4.808915046	1.909484948	0.606380049	3.14899039	0.001638356	0.005436229	2.264702257	ENSG00000009765	IYD
ENSG00000198910	4.939509647	1.909275071	0.600712416	3.178351273	0.001481152	0.004979915	2.30277807	ENSG00000198910	L1CAM
ENSG00000286084	6.153816678	1.909258774	0.572298702	3.336122846	0.000849556	0.003027654	2.5188937575	ENSG00000286084	
